"","Entity","Code","Year","source","energy_twh","rank"
"1729","China","CHN",2002,"solar",0.05,109
"1730","Norway","NOR",2002,"coal",0.04,110
"1731","Canada","CAN",2002,"other_renewables",0.03,111
"1732","Canada","CAN",2002,"solar",0.02,112
"1733","South Africa","ZAF",2002,"solar",0.02,113
"1734","France","FRA",2002,"solar",0.01,114
"1735","India","IND",2002,"solar",0.01,115
"1736","Russia","RUS",2002,"wind",0.01,116
"1737","Australia","AUS",2002,"other_renewables",0,117
"1738","Australia","AUS",2002,"nuclear",0,118
"1739","Brazil","BRA",2002,"other_renewables",0,119
"1740","Brazil","BRA",2002,"solar",0,120
"1741","China","CHN",2002,"other_renewables",0,121
"1742","Germany","DEU",2002,"other_renewables",0,122
"1743","India","IND",2002,"other_renewables",0,123
"1744","Norway","NOR",2002,"other_renewables",0,124
"1745","Norway","NOR",2002,"solar",0,125
"1746","Norway","NOR",2002,"nuclear",0,126
"1747","Russia","RUS",2002,"solar",0,127
"1748","South Africa","ZAF",2002,"other_renewables",0,128
"1749","South Africa","ZAF",2002,"wind",0,129
"1750","South Africa","ZAF",2002,"oil",0,130
"1751","South Africa","ZAF",2002,"gas",0,131
"1752","Sweden","SWE",2002,"other_renewables",0,132
"1753","Sweden","SWE",2002,"solar",0,133
"1754","United Kingdom","GBR",2002,"other_renewables",0,134
"1755","United Kingdom","GBR",2002,"solar",0,135
"1756","World","OWID_WRL",2003,"coal",6458.61,1
"1757","World","OWID_WRL",2003,"gas",3165.78,2
"1758","World","OWID_WRL",2003,"hydro",2602.33,3
"1759","World","OWID_WRL",2003,"nuclear",2577.71,4
"1760","United States","USA",2003,"coal",1973.74,5
"1761","China","CHN",2003,"coal",1519.97,6
"1762","World","OWID_WRL",2003,"oil",1198.2,7
"1763","United States","USA",2003,"nuclear",763.73,8
"1764","United States","USA",2003,"gas",649.91,9
"1765","India","IND",2003,"coal",441.47,10
"1766","France","FRA",2003,"nuclear",441.07,11
"1767","Russia","RUS",2003,"gas",383.33,12
"1768","Canada","CAN",2003,"hydro",334.07,13
"1769","Germany","DEU",2003,"coal",304.63,14
"1770","Brazil","BRA",2003,"hydro",302.56,15
"1771","China","CHN",2003,"hydro",283.68,16
"1772","United States","USA",2003,"hydro",267.27,17
"1773","Japan","JPN",2003,"coal",246.67,18
"1774","Japan","JPN",2003,"gas",230.66,19
"1775","Japan","JPN",2003,"nuclear",228.01,20
"1776","South Africa","ZAF",2003,"coal",204.39,21
"1777","World","OWID_WRL",2003,"bioenergy",167.91,22
"1778","Germany","DEU",2003,"nuclear",165.06,23
"1779","Australia","AUS",2003,"coal",165.02,24
"1780","Russia","RUS",2003,"coal",162.29,25
"1781","Japan","JPN",2003,"oil",156.43,26
"1782","Russia","RUS",2003,"hydro",155.76,27
"1783","United Kingdom","GBR",2003,"gas",148.88,28
"1784","Russia","RUS",2003,"nuclear",141.17,29
"1785","United Kingdom","GBR",2003,"coal",138.3,30
"1786","United States","USA",2003,"oil",132.38,31
"1787","Norway","NOR",2003,"hydro",105.48,32
"1788","Canada","CAN",2003,"coal",102.84,33
"1789","Japan","JPN",2003,"hydro",93.66,34
"1790","United Kingdom","GBR",2003,"nuclear",88.69,35
"1791","India","IND",2003,"gas",72.8,36
"1792","Canada","CAN",2003,"nuclear",71.15,37
"1793","India","IND",2003,"hydro",69.3,38
"1794","Sweden","SWE",2003,"nuclear",67.42,39
"1795","Germany","DEU",2003,"gas",64.43,40
"1796","World","OWID_WRL",2003,"wind",63.43,41
"1797","France","FRA",2003,"hydro",57.35,42
"1798","World","OWID_WRL",2003,"other_renewables",56.07,43
"1799","China","CHN",2003,"oil",54.83,44
"1800","Sweden","SWE",2003,"hydro",53.54,45
"1801","United States","USA",2003,"bioenergy",53.34,46
"1802","China","CHN",2003,"nuclear",43.34,47
"1803","Canada","CAN",2003,"gas",36.35,48
"1804","India","IND",2003,"oil",31.09,49
"1805","Australia","AUS",2003,"gas",28.66,50
"1806","France","FRA",2003,"coal",26.26,51
"1807","Russia","RUS",2003,"oil",25.55,52
"1808","Germany","DEU",2003,"oil",21.75,53
"1809","France","FRA",2003,"gas",19.37,54
"1810","Germany","DEU",2003,"wind",19.09,55
"1811","Germany","DEU",2003,"hydro",18.32,56
"1812","Canada","CAN",2003,"oil",18.16,57
"1813","India","IND",2003,"nuclear",18.14,58
"1814","United States","USA",2003,"other_renewables",16.85,59
"1815","Australia","AUS",2003,"hydro",16.13,60
"1816","Japan","JPN",2003,"bioenergy",15.31,61
"1817","Brazil","BRA",2003,"nuclear",13.4,62
"1818","South Africa","ZAF",2003,"nuclear",12.66,63
"1819","Brazil","BRA",2003,"gas",12.41,64
"1820","France","FRA",2003,"oil",11.75,65
"1821","Brazil","BRA",2003,"bioenergy",11.26,66
"1822","United States","USA",2003,"wind",11.19,67
"1823","Brazil","BRA",2003,"oil",10.25,68
"1824","United Kingdom","GBR",2003,"oil",8.97,69
"1825","Brazil","BRA",2003,"coal",8.96,70
"1826","Germany","DEU",2003,"bioenergy",8.95,71
"1827","Canada","CAN",2003,"bioenergy",8.93,72
"1828","United Kingdom","GBR",2003,"bioenergy",6.1,73
"1829","Sweden","SWE",2003,"oil",5.66,74
"1830","China","CHN",2003,"gas",5.16,75
"1831","Sweden","SWE",2003,"bioenergy",4.51,76
"1832","Japan","JPN",2003,"other_renewables",3.48,77
"1833","France","FRA",2003,"bioenergy",3.23,78
"1834","United Kingdom","GBR",2003,"hydro",3.23,79
"1835","Sweden","SWE",2003,"coal",2.85,80
"1836","India","IND",2003,"bioenergy",2.71,81
"1837","India","IND",2003,"wind",2.6,82
"1838","China","CHN",2003,"bioenergy",2.54,83
"1839","World","OWID_WRL",2003,"solar",2.07,84
"1840","Australia","AUS",2003,"bioenergy",1.61,85
"1841","Australia","AUS",2003,"oil",1.45,86
"1842","United Kingdom","GBR",2003,"wind",1.29,87
"1843","China","CHN",2003,"wind",1,88
"1844","Japan","JPN",2003,"solar",0.9,89
"1845","Canada","CAN",2003,"wind",0.83,90
"1846","Japan","JPN",2003,"wind",0.83,91
"1847","South Africa","ZAF",2003,"hydro",0.78,92
"1848","Sweden","SWE",2003,"gas",0.73,93
"1849","Australia","AUS",2003,"wind",0.7,94
"1850","Sweden","SWE",2003,"wind",0.68,95
"1851","United States","USA",2003,"solar",0.53,96
"1852","France","FRA",2003,"other_renewables",0.49,97
"1853","France","FRA",2003,"wind",0.39,98
"1854","South Africa","ZAF",2003,"bioenergy",0.38,99
"1855","Russia","RUS",2003,"bioenergy",0.34,100
"1856","Norway","NOR",2003,"bioenergy",0.33,101
"1857","Russia","RUS",2003,"other_renewables",0.32,102
"1858","Germany","DEU",2003,"solar",0.31,103
"1859","Norway","NOR",2003,"gas",0.3,104
"1860","Norway","NOR",2003,"wind",0.22,105
"1861","Norway","NOR",2003,"oil",0.22,106
"1862","Australia","AUS",2003,"solar",0.06,107
"1863","Brazil","BRA",2003,"wind",0.06,108
"1864","China","CHN",2003,"solar",0.06,109
"1865","Norway","NOR",2003,"coal",0.04,110
"1866","Canada","CAN",2003,"other_renewables",0.03,111
"1867","Canada","CAN",2003,"solar",0.02,112
"1868","India","IND",2003,"solar",0.02,113
"1869","South Africa","ZAF",2003,"solar",0.02,114
"1870","France","FRA",2003,"solar",0.01,115
"1871","Russia","RUS",2003,"wind",0.01,116
"1872","South Africa","ZAF",2003,"wind",0.01,117
"1873","Australia","AUS",2003,"other_renewables",0,118
"1874","Australia","AUS",2003,"nuclear",0,119
"1875","Brazil","BRA",2003,"other_renewables",0,120
"1876","Brazil","BRA",2003,"solar",0,121
"1877","China","CHN",2003,"other_renewables",0,122
"1878","Germany","DEU",2003,"other_renewables",0,123
"1879","India","IND",2003,"other_renewables",0,124
"1880","Norway","NOR",2003,"other_renewables",0,125
"1881","Norway","NOR",2003,"solar",0,126
"1882","Norway","NOR",2003,"nuclear",0,127
"1883","Russia","RUS",2003,"solar",0,128
"1884","South Africa","ZAF",2003,"other_renewables",0,129
"1885","South Africa","ZAF",2003,"oil",0,130
"1886","South Africa","ZAF",2003,"gas",0,131
"1887","Sweden","SWE",2003,"other_renewables",0,132
"1888","Sweden","SWE",2003,"solar",0,133
"1889","United Kingdom","GBR",2003,"other_renewables",0,134
"1890","United Kingdom","GBR",2003,"solar",0,135
"1891","World","OWID_WRL",2004,"coal",6697.61,1
"1892","World","OWID_WRL",2004,"gas",3408.19,2
"1893","World","OWID_WRL",2004,"hydro",2796.69,3
"1894","World","OWID_WRL",2004,"nuclear",2682.73,4
"1895","United States","USA",2004,"coal",1978.3,5
"1896","China","CHN",2004,"coal",1722.42,6
"1897","World","OWID_WRL",2004,"oil",1177.47,7
"1898","United States","USA",2004,"nuclear",788.53,8
"1899","United States","USA",2004,"gas",710.1,9
"1900","India","IND",2004,"coal",463.01,10
"1901","France","FRA",2004,"nuclear",448.24,11
"1902","Russia","RUS",2004,"gas",398.05,12
"1903","China","CHN",2004,"hydro",353.54,13
"1904","Canada","CAN",2004,"hydro",337.43,14
"1905","Brazil","BRA",2004,"hydro",317.59,15
"1906","Germany","DEU",2004,"coal",298.77,16
"1907","Japan","JPN",2004,"nuclear",268.32,17
"1908","United States","USA",2004,"hydro",259.93,18
"1909","Japan","JPN",2004,"coal",254,19
"1910","Japan","JPN",2004,"gas",221.73,20
"1911","South Africa","ZAF",2004,"coal",212.63,21
"1912","World","OWID_WRL",2004,"bioenergy",184.54,22
"1913","Russia","RUS",2004,"hydro",175.82,23
"1914","Australia","AUS",2004,"coal",174.86,24
"1915","Germany","DEU",2004,"nuclear",167.07,25
"1916","United Kingdom","GBR",2004,"gas",157.07,26
"1917","Russia","RUS",2004,"coal",151.53,27
"1918","Japan","JPN",2004,"oil",145.87,28
"1919","Russia","RUS",2004,"nuclear",137.47,29
"1920","United Kingdom","GBR",2004,"coal",131.79,30
"1921","United States","USA",2004,"oil",129.88,31
"1922","Norway","NOR",2004,"hydro",108.78,32
"1923","India","IND",2004,"hydro",100.64,33
"1924","Canada","CAN",2004,"coal",93.18,34
"1925","Japan","JPN",2004,"hydro",93.12,35
"1926","Canada","CAN",2004,"nuclear",85.87,36
"1927","World","OWID_WRL",2004,"wind",85.26,37
"1928","United Kingdom","GBR",2004,"nuclear",80,38
"1929","Sweden","SWE",2004,"nuclear",77.49,39
"1930","India","IND",2004,"gas",76.58,40
"1931","China","CHN",2004,"oil",65.53,41
"1932","Germany","DEU",2004,"gas",64.57,42
"1933","Sweden","SWE",2004,"hydro",60.12,43
"1934","France","FRA",2004,"hydro",58.04,44
"1935","World","OWID_WRL",2004,"other_renewables",57.94,45
"1936","United States","USA",2004,"bioenergy",53.54,46
"1937","China","CHN",2004,"nuclear",50.47,47
"1938","Canada","CAN",2004,"gas",37.72,48
"1939","India","IND",2004,"oil",28.27,49
"1940","Australia","AUS",2004,"gas",26.73,50
"1941","Germany","DEU",2004,"wind",26.02,51
"1942","France","FRA",2004,"coal",24.37,52
"1943","Russia","RUS",2004,"oil",22.53,53
"1944","Germany","DEU",2004,"oil",21.9,54
"1945","India","IND",2004,"nuclear",21.26,55
"1946","France","FRA",2004,"gas",21.05,56
"1947","Germany","DEU",2004,"hydro",20.75,57
"1948","Brazil","BRA",2004,"gas",18.19,58
"1949","Canada","CAN",2004,"oil",17.96,59
"1950","United States","USA",2004,"other_renewables",16.95,60
"1951","Australia","AUS",2004,"hydro",15.89,61
"1952","Japan","JPN",2004,"bioenergy",15.75,62
"1953","South Africa","ZAF",2004,"nuclear",14.28,63
"1954","United States","USA",2004,"wind",14.14,64
"1955","Brazil","BRA",2004,"bioenergy",11.78,65
"1956","Brazil","BRA",2004,"oil",11.65,66
"1957","Brazil","BRA",2004,"nuclear",11.6,67
"1958","France","FRA",2004,"oil",11.11,68
"1959","Germany","DEU",2004,"bioenergy",10.64,69
"1960","Brazil","BRA",2004,"coal",10.3,70
"1961","Canada","CAN",2004,"bioenergy",9.26,71
"1962","United Kingdom","GBR",2004,"oil",8.29,72
"1963","China","CHN",2004,"gas",7.46,73
"1964","United Kingdom","GBR",2004,"bioenergy",7.36,74
"1965","Sweden","SWE",2004,"bioenergy",7.2,75
"1966","India","IND",2004,"wind",5.23,76
"1967","United Kingdom","GBR",2004,"hydro",4.84,77
"1968","Sweden","SWE",2004,"oil",4.23,78
"1969","Japan","JPN",2004,"other_renewables",3.37,79
"1970","France","FRA",2004,"bioenergy",3.31,80
"1971","India","IND",2004,"bioenergy",3.31,81
"1972","Australia","AUS",2004,"bioenergy",2.75,82
"1973","World","OWID_WRL",2004,"solar",2.71,83
"1974","China","CHN",2004,"bioenergy",2.53,84
"1975","Australia","AUS",2004,"oil",2.07,85
"1976","United Kingdom","GBR",2004,"wind",1.94,86
"1977","Japan","JPN",2004,"wind",1.3,87
"1978","China","CHN",2004,"wind",1.28,88
"1979","Japan","JPN",2004,"solar",1.19,89
"1980","Sweden","SWE",2004,"coal",1.01,90
"1981","Canada","CAN",2004,"wind",0.95,91
"1982","South Africa","ZAF",2004,"hydro",0.94,92
"1983","Sweden","SWE",2004,"wind",0.86,93
"1984","Sweden","SWE",2004,"gas",0.78,94
"1985","Australia","AUS",2004,"wind",0.7,95
"1986","France","FRA",2004,"wind",0.59,96
"1987","United States","USA",2004,"solar",0.58,97
"1988","Germany","DEU",2004,"solar",0.56,98
"1989","France","FRA",2004,"other_renewables",0.47,99
"1990","Russia","RUS",2004,"bioenergy",0.42,100
"1991","Russia","RUS",2004,"other_renewables",0.4,101
"1992","Norway","NOR",2004,"gas",0.37,102
"1993","Norway","NOR",2004,"bioenergy",0.36,103
"1994","South Africa","ZAF",2004,"bioenergy",0.36,104
"1995","Norway","NOR",2004,"wind",0.25,105
"1996","Norway","NOR",2004,"oil",0.18,106
"1997","China","CHN",2004,"solar",0.08,107
"1998","Australia","AUS",2004,"solar",0.07,108
"1999","Brazil","BRA",2004,"wind",0.06,109
"2000","Norway","NOR",2004,"coal",0.04,110
"2001","Canada","CAN",2004,"other_renewables",0.03,111
